conv_id,original_labels,top_3_emotions_responses,top_1_emotion_responses,position_of_original_label
hit:12323_conv:24647,afraid,"['disappointed', 'anxious', 'confident']",disappointed,
hit:4879_conv:9759,content,"['content', ' nostalgic', ' prepared']",content,1.0
hit:5690_conv:11380,anxious,"['excited', ' grateful', ' confident']",excited,
hit:7334_conv:14668,grateful,"['grateful', ' content', ' proud']",grateful,1.0
hit:10621_conv:21242,sentimental,"['nostalgic', ' sentimental', ' hopeful']",nostalgic,2.0
hit:11224_conv:22449,prepared,"['hopeful', ' grateful', ' prepared']",hopeful,3.0
hit:3182_conv:6364,nostalgic,"['nostalgic', 'excited', 'hopeful']",nostalgic,1.0
hit:4879_conv:9759,content,"['happy', ' grateful', ' content']",happy,3.0
hit:7988_conv:15976,surprised,"['surprised', ' nostalgic', ' disappointed']",surprised,1.0
hit:9786_conv:19573,trusting,"['angry', ' devastated', ' guilty']",angry,
hit:1064_conv:2129,guilty,"['disappointed', 'sad', 'guilty']",disappointed,3.0
hit:6469_conv:12938,joyful,"['joyful', ' excited', ' grateful']",joyful,1.0
hit:7988_conv:15976,surprised,"['annoyed', 'surprised', 'curious']",annoyed,2.0
hit:8035_conv:16070,proud,"['proud', 'impressed', 'surprised']",proud,1.0
hit:8409_conv:16819,annoyed,"['annoyed', ' angry', ' frustrated']",annoyed,1.0
hit:1064_conv:2129,guilty,"['guilty', 'sad', 'anxious']",guilty,1.0
hit:11146_conv:22293,devastated,"['sad', ' guilty', ' relieved']",sad,
hit:11606_conv:23213,annoyed,"['annoyed', ' annoyed', ' understanding']",annoyed,1.0
hit:7952_conv:15904,ashamed,"['guilty', 'sad', 'ashamed']",guilty,3.0
hit:990_conv:1980,disappointed,"['disappointed', ' angry', ' hopeful']",disappointed,1.0
hit:1055_conv:2111,grateful,"['grateful', ' content', ' caring']",grateful,1.0
hit:11368_conv:22737,jealous,"['jealous', ' excited', ' impressed']",jealous,1.0
hit:4131_conv:8262,terrified,"['anxious', ' afraid', ' hopeful']",anxious,
hit:425_conv:851,proud,"['relieved', ' grateful', ' anxious']",relieved,
hit:7952_conv:15904,ashamed,"['ashamed', ' hopeful', ' caring']",ashamed,1.0
hit:4131_conv:8262,terrified,"['hopeful', 'excited', 'content']",hopeful,
hit:486_conv:972,surprised,"['excited', 'hopeful', 'content']",excited,
hit:5397_conv:10795,caring,"['sad', ' guilty', ' grateful']",sad,
hit:5883_conv:11766,trusting,"['trust', 'content', 'caring']",trust,
hit:6568_conv:13136,sad,"['sad', ' surprised', ' amused']",sad,1.0
hit:7156_conv:14313,embarrassed,"['embarrassed', ' disappointed', ' anxious']",embarrassed,1.0
hit:10297_conv:20595,embarrassed,"['embarrassed', ' awkward', ' annoyed']",embarrassed,1.0
hit:1188_conv:2376,excited,"['happy', 'excited', 'content']",happy,2.0
hit:1409_conv:2818,caring,"['worried', 'sad', 'sympathetic']",worried,
hit:1451_conv:2903,angry,"['annoyed', 'frustrated', 'disgusted']",annoyed,
hit:3186_conv:6372,lonely,"['lonely', 'sad', 'hopeful']",lonely,1.0
hit:7156_conv:14313,embarrassed,"['hopeful', ' content', ' optimistic']",hopeful,
hit:11819_conv:23638,afraid,"['afraid', ' anxious', ' grateful']",afraid,1.0
hit:1451_conv:2903,angry,"['angry', 'sad', 'annoyed']",angry,1.0
hit:2406_conv:4813,trusting,"['proud', ' grateful', ' impressed']",proud,
hit:3065_conv:6130,sentimental,"['sad', ' nostalgic', ' caring']",sad,
hit:1218_conv:2437,nostalgic,"['sad', ' disappointed', ' hopeful']",sad,
hit:3776_conv:7552,ashamed,"['embarrassed', ' ashamed', ' anxious']",embarrassed,2.0
hit:5128_conv:10256,afraid,"['afraid', 'disgusted', 'sad']",afraid,1.0
hit:9707_conv:19414,afraid,"['sad', ' concerned', ' afraid']",sad,3.0
hit:2843_conv:5687,confident,"['hopeful', ' excited', ' nostalgic']",hopeful,
hit:4124_conv:8249,terrified,"['relieved', ' grateful', ' afraid']",relieved,
hit:5128_conv:10256,afraid,"['anxious', ' afraid', ' hopeful']",anxious,2.0
hit:7305_conv:14610,nostalgic,"['nostalgic', ' hopeful', ' grateful']",nostalgic,1.0
hit:872_conv:1745,disgusted,"['angry', ' annoyed', ' disappointed']",angry,
hit:4124_conv:8249,terrified,"['afraid', 'surprised', 'disgusted']",afraid,
hit:4185_conv:8371,afraid,"['anxious', ' hopeful', ' terrified']",anxious,
hit:7109_conv:14219,terrified,"['terrified', ' anxious', ' nostalgic']",terrified,1.0
hit:813_conv:1627,embarrassed,"['embarrassed', ' relieved', ' grateful']",embarrassed,1.0
hit:8668_conv:17336,sad,"['sad', 'devastated', 'nostalgic']",sad,1.0
hit:2224_conv:4449,excited,"['excited', 'anticipating', 'hopeful']",excited,1.0
hit:3568_conv:7136,apprehensive,"['afraid', ' hopeful', ' content']",afraid,
hit:4185_conv:8371,afraid,"['disappointed', ' hopeful', ' grateful']",disappointed,
hit:7104_conv:14209,proud,"['excited', 'happy', 'proud']",excited,3.0
hit:9209_conv:18419,prepared,"['excited', ' hopeful', ' confident']",excited,
hit:2287_conv:4575,embarrassed,"['embarrassed', ' surprised', ' relieved']",embarrassed,1.0
hit:5628_conv:11257,nostalgic,"['proud', 'hopeful', 'excited']",proud,
hit:6691_conv:13383,prepared,"['proud', ' prepared', ' hopeful']",proud,2.0
hit:7348_conv:14697,surprised,"['hopeful', ' proud', ' worried']",hopeful,
hit:1061_conv:2122,proud,"['happy', 'excited', 'content']",happy,
hit:223_conv:446,hopeful,"['sad', 'hopeful', 'disappointed']",sad,2.0
hit:2287_conv:4575,embarrassed,"['anxious', ' hopeful', ' relieved']",anxious,
hit:6267_conv:12535,afraid,"['afraid', 'terrified', 'anxious']",afraid,1.0
hit:8731_conv:17463,surprised,"['surprised', ' grateful', ' proud']",surprised,1.0
hit:16_conv:32,surprised,"['grateful', 'surprised', 'hopeful']",grateful,2.0
hit:4043_conv:8086,excited,"['excited', 'hopeful', 'amused']",excited,1.0
hit:6267_conv:12535,afraid,"['anxious', ' afraid', ' caring']",anxious,2.0
hit:6383_conv:12766,prepared,"['excited', ' hopeful', ' prepared']",excited,3.0
hit:9718_conv:19436,hopeful,"['hopeful', 'sad', 'grateful']",hopeful,1.0
hit:11385_conv:22770,guilty,"['embarrassed', ' surprised', ' anxious']",embarrassed,
hit:144_conv:289,sad,"['disappointed', 'sad', 'hopeful']",disappointed,2.0
hit:4043_conv:8086,excited,"['surprised', 'excited', 'happy']",surprised,2.0
hit:5712_conv:11425,sentimental,"['nostalgic', ' sad', ' surprised']",nostalgic,
hit:9721_conv:19442,joyful,"['excited', 'joyful', 'hopeful']",excited,2.0
hit:1061_conv:2123,sad,"['disappointed', ' frustrated', ' sad']",disappointed,3.0
hit:5473_conv:10946,anticipating,"['excited', 'hopeful', 'anxious']",excited,
hit:5765_conv:11531,sad,"['sad', ' disappointed', ' hopeful']",sad,1.0
hit:8857_conv:17715,sad,"['disappointed', ' sad', ' frustrated']",disappointed,2.0
hit:9721_conv:19442,joyful,"['excited', 'joyful', 'hopeful']",excited,2.0
hit:9972_conv:19944,terrified,"['afraid', ' anxious', ' surprised']",afraid,
hit:3672_conv:7344,afraid,"['terrified', ' surprised', ' afraid']",terrified,3.0
hit:4182_conv:8364,terrified,"['excited', 'hopeful', 'content']",excited,
hit:5081_conv:10163,proud,"['proud', ' excited', ' impressed']",proud,1.0
hit:8857_conv:17715,sad,"['angry', ' upset', ' annoyed']",angry,
hit:9172_conv:18345,embarrassed,"['anxious', ' guilty', ' embarrassed']",anxious,3.0
hit:312_conv:624,jealous,"['hopeful', ' disappointed', ' surprised']",hopeful,
hit:8993_conv:17986,grateful,"['grateful', ' hopeful', ' content']",grateful,1.0
hit:9069_conv:18138,prepared,"['prepared', ' hopeful', ' anxious']",prepared,1.0
hit:9172_conv:18345,embarrassed,"['angry', ' annoyed', ' hopeful']",angry,
hit:9293_conv:18587,disappointed,"['disappointed', ' hopeful', ' anxious']",disappointed,1.0
hit:12406_conv:24813,caring,"['proud', ' content', ' impressed']",proud,
hit:1757_conv:3514,anxious,"['excited', ' hopeful', ' joyful']",excited,
hit:3592_conv:7184,ashamed,"['embarrassed', 'guilty', 'content']",embarrassed,
hit:5263_conv:10527,faithful,"['proud', ' content', ' loyal']",proud,
hit:8993_conv:17986,grateful,"['proud', ' hopeful', ' grateful']",proud,3.0
hit:11964_conv:23929,prepared,"['grateful', ' prepared', ' relieved']",grateful,2.0
hit:3132_conv:6265,anxious,"['excited', 'hopeful', 'joyful']",excited,
hit:3283_conv:6566,proud,"['proud', ' hopeful', ' impressed']",proud,1.0
hit:5263_conv:10527,faithful,"['excited', ' hopeful', ' content']",excited,
hit:9359_conv:18718,proud,"['impressed', ' proud', ' hopeful']",impressed,2.0
hit:1806_conv:3613,lonely,"['sad', 'lonely', 'grateful']",sad,2.0
hit:5677_conv:11354,sad,"['sad', 'joyful', 'hopeful']",sad,1.0
hit:7717_conv:15434,lonely,"['sad', 'lonely', 'content']",sad,2.0
hit:8461_conv:16923,disgusted,"['disgusted', ' surprised', ' afraid']",disgusted,1.0
hit:8898_conv:17796,disappointed,"['anxious', 'guilty', 'relieved']",anxious,
hit:10075_conv:20150,hopeful,"['anxious', ' hopeful', ' grateful']",anxious,2.0
hit:10791_conv:21582,anxious,"['nervous', 'anxious', 'hopeful']",nervous,2.0
hit:1552_conv:3105,sentimental,"['nostalgic', ' hopeful', ' grateful']",nostalgic,
hit:2781_conv:5563,lonely,"['sad', 'lonely', 'grateful']",sad,2.0
hit:5677_conv:11354,sad,"['disappointed', 'sad', 'hopeful']",disappointed,2.0
hit:11055_conv:22111,faithful,"['happy', ' content', ' curious']",happy,
hit:5792_conv:11585,sad,"['sad', ' nostalgic', ' grateful']",sad,1.0
hit:6625_conv:13250,terrified,"['afraid', 'surprised', 'sad']",afraid,
hit:8664_conv:17328,proud,"['excited', ' proud', ' joyful']",excited,2.0
hit:9282_conv:18565,grateful,"['grateful', 'surprised', 'afraid']",grateful,1.0
hit:12371_conv:24742,devastated,"['devastated', ' sad', ' grateful']",devastated,1.0
hit:4870_conv:9740,lonely,"['lonely', ' hopeful', ' grateful']",lonely,1.0
hit:5792_conv:11585,sad,"['hopeful', 'excited', 'anxious']",hopeful,
hit:6474_conv:12949,excited,"['excited', ' anticipating', ' hopeful']",excited,1.0
hit:9054_conv:18109,anxious,"['excited', 'hopeful', 'content']",excited,
hit:10980_conv:21960,faithful,"['proud', ' grateful', ' hopeful']",proud,
hit:1495_conv:2990,trusting,"['grateful', 'hopeful', 'content']",grateful,
hit:1972_conv:3944,devastated,"['sad', 'comforting', 'hopeful']",sad,
hit:3988_conv:7977,angry,"['frustrated', ' disappointed', ' hopeful']",frustrated,
hit:8821_conv:17642,confident,"['hopeful', 'confident', 'content']",hopeful,2.0
hit:1038_conv:2076,surprised,"['surprised', ' proud', ' impressed']",surprised,1.0
hit:3164_conv:6328,sad,"['sad', 'comforted', 'hopeful']",sad,1.0
hit:6266_conv:12533,afraid,"['afraid', 'anxious', 'lonely']",afraid,1.0
hit:8024_conv:16049,furious,"['angry', ' annoyed', ' concerned']",angry,
hit:8821_conv:17642,confident,"['overwhelmed', ' anxious', ' concerned']",overwhelmed,
hit:2049_conv:4098,lonely,"['sad', 'lonely', 'angry']",sad,2.0
hit:3155_conv:6310,content,"['grateful', ' content', ' disgusted']",grateful,2.0
hit:6143_conv:12287,surprised,"['annoyed', 'confused', 'hopeful']",annoyed,
hit:6266_conv:12533,afraid,"['anxious', ' afraid', ' concerned']",anxious,2.0
hit:9601_conv:19203,afraid,"['terrified', 'anxious', 'surprised']",terrified,
hit:10424_conv:20848,joyful,"['surprised', 'happy', 'grateful']",surprised,
hit:10879_conv:21758,nostalgic,"['nostalgic', ' happy', ' sentimental']",nostalgic,1.0
hit:1766_conv:3532,devastated,"['sad', ' surprised', ' disappointed']",sad,
hit:2603_conv:5207,afraid,"['anxious', 'worried', 'grateful']",anxious,
hit:6464_conv:12929,anticipating,"['excited', 'hopeful', 'grateful']",excited,
hit:9601_conv:19203,afraid,"['terrified', ' surprised', ' hopeful']",terrified,
hit:10879_conv:21758,nostalgic,"['nostalgic', 'sad', 'grateful']",nostalgic,1.0
hit:12400_conv:24800,sentimental,"['sad', ' nostalgic', ' lonely']",sad,
hit:3482_conv:6965,confident,"['hopeful', ' grateful', ' prepared']",hopeful,
hit:370_conv:741,grateful,"['surprised', 'excited', 'grateful']",surprised,3.0
hit:451_conv:902,sad,"['disappointed', 'sad', 'relieved']",disappointed,2.0
hit:2780_conv:5561,lonely,"['lonely', ' grateful', ' relieved']",lonely,1.0
hit:370_conv:741,grateful,"['excited', ' grateful', ' surprised']",excited,2.0
hit:5782_conv:11564,guilty,"['sad', 'grateful', 'disappointed']",sad,
hit:8209_conv:16419,anxious,"['nervous', ' grateful', ' hopeful']",nervous,
hit:10303_conv:20607,jealous,"['jealous', 'envious', 'hopeful']",jealous,1.0
hit:5113_conv:10227,grateful,"['grateful', ' happy', ' content']",grateful,1.0
hit:5571_conv:11142,grateful,"['excited', 'hopeful', 'content']",excited,
hit:6826_conv:13653,content,"['content', ' hopeful', ' proud']",content,1.0
hit:7286_conv:14573,anticipating,"['excited', 'hungry', 'playful']",excited,
hit:10114_conv:20229,apprehensive,"['excited', 'grateful', 'hopeful']",excited,
hit:1368_conv:2737,hopeful,"['excited', 'worried', 'content']",excited,
hit:6812_conv:13624,apprehensive,"['anxious', 'worried', 'encouraged']",anxious,
hit:6826_conv:13653,content,"['content', ' hopeful', ' proud']",content,1.0
hit:8580_conv:17161,confident,"['confident', 'excited', 'hopeful']",confident,1.0
hit:10114_conv:20229,apprehensive,"['worried', ' anxious', ' frustrated']",worried,
hit:1133_conv:2266,prepared,"['anxious', ' prepared', ' hopeful']",anxious,2.0
hit:11495_conv:22991,confident,"['excited', ' proud', ' hopeful']",excited,
hit:2323_conv:4647,prepared,"['embarrassed', 'surprised', 'anxious']",embarrassed,
hit:9293_conv:18586,grateful,"['grateful', ' proud', ' hopeful']",grateful,1.0
hit:10864_conv:21728,embarrassed,"['embarrassed', 'anxious', 'surprised']",embarrassed,1.0
hit:7530_conv:15061,annoyed,"['annoyed', ' amused', ' angry']",annoyed,1.0
hit:8391_conv:16783,proud,"['excited', 'hopeful', 'joyful']",excited,
hit:8572_conv:17144,lonely,"['sad', ' lonely', ' devastated']",sad,2.0
hit:9293_conv:18586,grateful,"['proud', ' content', ' hopeful']",proud,
hit:9957_conv:19914,grateful,"['happy', 'excited', 'content']",happy,
hit:11167_conv:22334,faithful,"['joyful', 'excited', 'hopeful']",joyful,
hit:12363_conv:24726,ashamed,"['ashamed', ' guilty', ' hopeful']",ashamed,1.0
hit:1918_conv:3836,anticipating,"['excited', 'anticipating', 'hopeful']",excited,2.0
hit:8572_conv:17144,lonely,"['disappointed', 'sad', 'relieved']",disappointed,
hit:957_conv:1914,surprised,"['surprised', ' excited', ' grateful']",surprised,1.0
hit:11167_conv:22334,faithful,"['hopeful', ' grateful', ' joyful']",hopeful,
hit:2096_conv:4193,proud,"['excited', ' proud', ' embarrassed']",excited,2.0
hit:2207_conv:4415,nostalgic,"['anxious', ' disappointed', ' frustrated']",anxious,
hit:7338_conv:14677,prepared,"['prepared', ' hopeful', ' nostalgic']",prepared,1.0
hit:7670_conv:15340,disgusted,"['disgusted', 'annoyed', 'sad']",disgusted,1.0
hit:11469_conv:22939,apprehensive,"['afraid', ' hopeful', ' grateful']",afraid,
hit:2096_conv:4193,proud,"['proud', 'excited', 'hopeful']",proud,1.0
hit:3033_conv:6066,excited,"['surprised', ' proud', ' annoyed']",surprised,
hit:3638_conv:7277,furious,"['disgusted', ' annoyed', ' hopeful']",disgusted,
hit:5594_conv:11188,joyful,"['excited', 'hopeful', 'content']",excited,
hit:3033_conv:6066,excited,"['surprised', 'excited', 'hopeful']",surprised,2.0
hit:3231_conv:6462,annoyed,"['disappointed', ' hopeful', ' confident']",disappointed,
hit:4500_conv:9000,angry,"['angry', ' disappointed', ' hopeful']",angry,1.0
hit:5392_conv:10785,caring,"['concerned', ' caring', ' anxious']",concerned,2.0
hit:594_conv:1188,embarrassed,"['embarrassed', 'annoyed', 'sad']",embarrassed,1.0
hit:8440_conv:16881,confident,"['excited', ' hopeful', ' happy']",excited,
hit:3000_conv:6000,afraid,"['anxious', ' afraid', ' worried']",anxious,2.0
hit:5541_conv:11083,disappointed,"['disappointed', ' hopeful', ' supportive']",disappointed,1.0
hit:7898_conv:15797,surprised,"['surprised', ' excited', ' amused']",surprised,1.0
hit:8440_conv:16881,confident,"['excited', ' hopeful', ' caring']",excited,
hit:8924_conv:17848,annoyed,"['disappointed', ' surprised', ' hopeful']",disappointed,
hit:11148_conv:22297,apprehensive,"['excited', 'hopeful', 'joyful']",excited,
hit:3000_conv:6000,afraid,"['sad', 'annoyed', 'frustrated']",sad,
hit:3016_conv:6032,angry,"['frustrated', 'helpless', 'sad']",frustrated,
hit:6998_conv:13996,prepared,"['relieved', ' sad', ' hopeful']",relieved,
hit:7306_conv:14613,anticipating,"['anxious', 'anticipating', 'surprised']",anxious,2.0
hit:9970_conv:19941,lonely,"['lonely', 'sad', 'hopeful']",lonely,1.0
hit:10537_conv:21075,terrified,"['anxious', ' surprised', ' afraid']",anxious,
hit:3195_conv:6391,disappointed,"['disappointed', ' hopeful', ' grateful']",disappointed,1.0
hit:510_conv:1021,trusting,"['grateful', ' trusting', ' hopeful']",grateful,2.0
hit:7306_conv:14613,anticipating,"['proud', 'caring', 'grateful']",proud,
hit:9335_conv:18670,disgusted,"['disgusted', 'sad', 'concerned']",disgusted,1.0
hit:10595_conv:21191,faithful,"['proud', ' tempted', ' anxious']",proud,
hit:1067_conv:2134,lonely,"['sad', ' hopeful', ' grateful']",sad,
hit:4136_conv:8273,afraid,"['anxious', 'sad', 'terrified']",anxious,
hit:468_conv:937,hopeful,"['excited', 'hopeful', 'confident']",excited,2.0
hit:9335_conv:18670,disgusted,"['sad', ' hopeful', ' caring']",sad,
hit:10993_conv:21987,prepared,"['excited', 'hopeful', 'content']",excited,
hit:1506_conv:3012,sad,"['sad', 'embarrassed', 'disappointed']",sad,1.0
hit:2685_conv:5371,joyful,"['excited', 'hopeful', 'joyful']",excited,3.0
hit:4136_conv:8273,afraid,"['hopeful', ' grateful', ' caring']",hopeful,
hit:6145_conv:12291,devastated,"['sad', ' nostalgic', ' grateful']",sad,
hit:11382_conv:22764,terrified,"['terrified', ' anxious', ' concerned']",terrified,1.0
hit:5176_conv:10352,proud,"['happy', ' hopeful', ' content']",happy,
hit:6145_conv:12291,devastated,"['excited', ' hopeful', ' anticipating']",excited,
hit:8032_conv:16064,anxious,"['anxious', 'hopeful', 'confident']",anxious,1.0
hit:8294_conv:16588,guilty,"['guilty', ' hopeful', ' anxious']",guilty,1.0
hit:1014_conv:2029,caring,"['caring', ' proud', ' grateful']",caring,1.0
hit:10872_conv:21744,surprised,"['excited', 'grateful', 'hopeful']",excited,
hit:11382_conv:22764,terrified,"['grateful', ' surprised', ' caring']",grateful,
hit:5597_conv:11194,disgusted,"['disgusted', 'annoyed', 'surprised']",disgusted,1.0
hit:7125_conv:14251,ashamed,"['ashamed', 'guilty', 'disappointed']",ashamed,1.0
hit:7398_conv:14797,impressed,"['amused', ' surprised', ' proud']",amused,
hit:3067_conv:6135,prepared,"['excited', ' hopeful', ' proud']",excited,
hit:5597_conv:11194,disgusted,"['disgusted', 'sad', 'amused']",disgusted,1.0
hit:6101_conv:12202,jealous,"['jealous', ' impressed', ' hopeful']",jealous,1.0
hit:7227_conv:14454,anxious,"['anxious', 'sad', 'frustrated']",anxious,1.0
hit:960_conv:1920,ashamed,"['disappointed', ' hopeful', ' determined']",disappointed,
hit:11876_conv:23753,faithful,"['frustrated', ' disappointed', ' caring']",frustrated,
hit:12291_conv:24583,caring,"['sad', ' grateful', ' proud']",sad,
hit:4699_conv:9398,disappointed,"['disappointed', ' hopeful', ' devastated']",disappointed,1.0
hit:7227_conv:14454,anxious,"['hopeful', ' confident', ' encouraging']",hopeful,
hit:8898_conv:17797,joyful,"['excited', 'disappointed', 'annoyed']",excited,
hit:1792_conv:3585,excited,"['excited', ' grateful', ' proud']",excited,1.0
hit:5121_conv:10242,angry,"['angry', 'sad', 'annoyed']",angry,1.0
